,CustomerID,Recency,Frequency,MonetaryValue,R_Score,F_Score,M_Score,RFM_Score,Segment,Churn,AvgOrderValue,PurchaseIntervalStd,UniqueProductsCount
74,12436,100,1,509.01,2,1,2,212,低价值客户,0,509.01,0.0,16
75,12437,2,18,4951.41,4,4,4,444,高价值新客户,0,275.0783333333333,18.18835689474484,118
76,12438,14,2,2906.85,4,2,4,424,新客户,0,1453.425,0.0,84
77,12441,367,1,173.55,1,1,1,111,低价值客户,1,173.55,0.0,11
78,12442,3,1,172.06,4,1,1,411,新客户,0,172.06,0.0,12
79,12444,21,5,5005.46,3,3,4,334,忠诚客户,0,1001.092,8.200609733428363,138
80,12445,22,1,133.4,3,1,1,311,潜力客户,0,133.4,0.0,4
81,12446,58,1,1002.3100000000001,2,1,3,213,低价值客户,0,1002.3100000000001,0.0,57
82,12447,243,1,476.49,1,1,2,112,低价值客户,1,476.49,0.0,26
83,12448,44,1,449.45,3,1,2,312,潜力客户,0,449.45,0.0,22
84,12449,22,4,4067.29,3,3,4,334,忠诚客户,0,1016.8225,12.832251036613439,118
85,12450,156,2,197.88,1,2,1,121,低价值客户,1,98.94,0.0,7
86,12451,11,5,9035.52,4,3,4,434,高价值新客户,0,1807.104,54.89307788783573,265
87,12452,17,2,430.57,4,2,2,422,新客户,0,215.285,0.0,21
88,12453,134,1,707.09,2,1,3,213,低价值客户,0,707.09,0.0,43
89,12454,56,1,3528.34,2,1,4,214,低价值客户,0,3528.34,0.0,15
90,12455,73,6,2466.86,2,4,4,244,中价值客户,0,411.1433333333334,35.03483980268784,85
91,12456,44,3,3181.04,3,3,4,334,忠诚客户,0,1060.3466666666666,18.0,105
92,12457,66,7,2363.23,2,4,4,244,中价值客户,0,337.6042857142857,53.054741122312116,53
93,12458,71,2,947.4,2,2,3,223,低价值客户,0,473.7,0.0,35
94,12461,94,2,826.88,2,2,3,223,低价值客户,0,413.44,0.0,35
95,12462,19,2,1189.59,3,2,3,323,潜力客户,0,594.795,0.0,51
96,12463,53,4,1344.78,2,3,3,233,中价值客户,0,336.195,41.98677040317448,65
97,12464,10,8,1212.05,4,4,3,443,高价值新客户,0,151.50625,27.17484539463329,6
98,12465,17,2,742.1899999999999,4,2,3,423,新客户,0,371.09499999999997,0.0,46
99,12468,188,2,729.5400000000001,1,2,3,123,低价值客户,1,364.77000000000004,0.0,36
100,12471,2,30,19824.05,4,4,4,444,高价值新客户,0,660.8016666666666,14.147619045399109,150
101,12472,32,7,6572.11,3,4,4,344,高价值忠诚客户,0,938.8728571428571,24.599570908633527,219
102,12473,29,5,3938.5499999999997,3,3,4,334,忠诚客户,0,787.7099999999999,22.19609575278199,140
103,12474,17,18,7375.79,4,4,4,444,高价值新客户,0,409.7661111111111,14.0089257261219,253
104,12475,54,1,723.38,2,1,3,213,低价值客户,0,723.38,0.0,36
105,12476,16,11,6816.42,4,4,4,444,高价值新客户,0,619.6745454545454,23.20493774614509,177
106,12477,23,6,13219.74,3,4,4,344,高价值忠诚客户,0,2203.29,45.101662940516945,191
107,12478,4,1,680.99,4,1,3,413,新客户,0,680.99,0.0,36
108,12479,11,1,527.2,4,1,2,412,新客户,0,527.2,0.0,31
109,12480,28,4,3281.63,3,3,4,334,忠诚客户,0,820.4075,24.087802353519557,129
110,12481,23,10,5596.32,3,4,4,344,高价值忠诚客户,0,559.632,34.25117307688683,150
111,12483,17,8,2484.98,4,4,4,444,高价值新客户,0,310.6225,37.42420912419431,46
112,12484,33,6,4541.72,3,4,4,344,高价值忠诚客户,0,756.9533333333334,57.77335025770965,256
113,12488,10,3,1298.66,4,3,3,433,高价值新客户,0,432.8866666666667,3.0,46
114,12489,336,1,334.93,1,1,2,112,低价值客户,1,334.93,0.0,15
115,12490,5,10,5417.93,4,4,4,444,高价值新客户,0,541.793,32.424270744819125,131
116,12491,39,1,460.40000000000003,3,1,2,312,潜力客户,0,460.40000000000003,0.0,25
117,12492,63,2,263.21000000000004,2,2,1,221,低价值客户,0,131.60500000000002,0.0,19
118,12493,166,2,433.74,1,2,2,122,低价值客户,1,216.87,0.0,20
119,12494,16,7,1246.1000000000001,4,4,3,443,高价值新客户,0,178.01428571428573,40.60651288757616,63
120,12497,82,1,1043.1,2,1,3,213,低价值客户,0,1043.1,0.0,14
121,12498,21,3,403.70000000000005,3,3,2,332,忠诚客户,0,134.5666666666667,0.0,21
122,12500,23,11,4257.82,3,4,4,344,高价值忠诚客户,0,387.07454545454544,28.37883057300561,34
123,12501,337,1,2169.39,1,1,4,114,低价值客户,1,2169.39,0.0,149
124,12502,96,5,3723.87,2,3,4,234,中价值客户,0,744.774,22.118996360594664,102
125,12504,18,2,482.04999999999995,4,2,2,422,新客户,0,241.02499999999998,0.0,6
126,12506,233,1,73.5,1,1,1,111,低价值客户,1,73.5,0.0,23
127,12507,134,3,1304.81,2,3,3,233,中价值客户,0,434.93666666666667,61.0,19
128,12508,26,2,398.27,3,2,2,322,潜力客户,0,199.135,0.0,57
129,12509,284,1,176.5,1,1,1,111,低价值客户,1,176.5,0.0,7
130,12510,143,2,982.5699999999999,1,2,3,123,低价值客户,0,491.28499999999997,0.0,29
131,12512,66,2,138.03,2,2,1,221,低价值客户,0,69.015,0.0,31
132,12513,113,1,612.29,2,1,2,212,低价值客户,0,612.29,0.0,35
133,12514,267,1,1017.68,1,1,3,113,低价值客户,1,1017.68,0.0,51
134,12515,353,1,383.7,1,1,2,112,低价值客户,1,383.7,0.0,16
135,12516,78,2,1312.06,2,2,3,223,低价值客户,0,656.03,0.0,20
136,12517,28,5,2502.84,3,3,4,334,忠诚客户,0,500.56800000000004,7.788880963698615,232
137,12518,1,5,2056.89,4,3,4,434,高价值新客户,0,411.378,5.220153254455275,84
138,12519,64,1,340.84,2,1,2,212,低价值客户,0,340.84,0.0,17
139,12520,79,5,2634.26,2,3,4,234,中价值客户,0,526.8520000000001,20.155644370746373,121
140,12521,143,1,599.68,1,1,2,112,低价值客户,0,599.68,0.0,38
141,12522,39,2,192.72,3,2,1,321,潜力客户,0,96.36,0.0,11
142,12523,19,11,1789.77,3,4,4,344,高价值忠诚客户,0,162.70636363636365,29.99933332592576,84
143,12524,9,8,4485.72,4,4,4,444,高价值新客户,0,560.715,27.133080946192845,113
144,12526,1,3,1316.66,4,3,3,433,高价值新客户,0,438.8866666666667,6.0,64
145,12527,82,3,348.71000000000004,2,3,2,232,中价值客户,0,116.23666666666668,91.0,18
146,12528,9,6,1933.48,4,4,4,444,高价值新客户,0,322.24666666666667,34.074037037016915,50
147,12530,60,4,1662.28,2,3,4,234,中价值客户,0,415.57,20.23747898221405,51
148,12531,15,1,125.22,4,1,1,411,新客户,0,125.22,0.0,17
149,12532,30,1,349.83000000000004,3,1,2,312,潜力客户,0,349.83000000000004,0.0,16
150,12534,131,1,1089.18,2,1,3,213,低价值客户,0,1089.18,0.0,63
151,12535,92,2,716.35,2,2,3,223,低价值客户,0,358.175,0.0,28
152,12536,43,3,12601.830000000002,3,3,4,334,忠诚客户,0,4200.610000000001,0.0,260
153,12538,29,1,363.95,3,1,2,312,潜力客户,0,363.95,0.0,21
154,12539,22,4,5568.35,3,3,4,334,忠诚客户,0,1392.0875,97.57845846064363,157
155,12540,20,17,13400.24,3,4,4,344,高价值忠诚客户,0,788.2494117647059,12.4191132936293,277
156,12541,30,3,981.18,3,3,3,333,忠诚客户,0,327.06,18.5,46
157,12544,36,1,372.7,3,1,2,312,潜力客户,0,372.7,0.0,19
158,12545,75,2,1000.39,2,2,3,223,低价值客户,0,500.195,0.0,42
159,12546,47,2,1161.5,3,2,3,323,潜力客户,0,580.75,0.0,59
160,12547,198,2,207.79999999999998,1,2,1,121,低价值客户,1,103.89999999999999,0.0,7
161,12548,166,1,95.19999999999999,1,1,1,111,低价值客户,1,95.19999999999999,0.0,5
162,12550,79,1,964.83,2,1,3,213,低价值客户,0,964.83,0.0,57
163,12551,358,1,168.0,1,1,1,111,低价值客户,1,168.0,0.0,10
164,12552,39,2,437.82,3,2,2,322,潜力客户,0,218.91,0.0,20
165,12553,8,10,3692.28,4,4,4,444,高价值新客户,0,369.228,14.742229591663987,95
166,12556,50,2,603.71,3,2,2,322,潜力客户,0,301.855,0.0,100
167,12557,16,5,11990.960000000001,4,3,4,434,高价值新客户,0,2398.192,37.278512577623054,15
168,12558,8,1,269.96,4,1,1,411,新客户,0,269.96,0.0,11
169,12559,311,2,561.71,1,2,2,122,低价值客户,1,280.855,0.0,21
170,12560,5,3,2134.01,4,3,4,434,高价值新客户,0,711.3366666666667,38.0,91
171,12561,303,1,238.85,1,1,1,111,低价值客户,1,238.85,0.0,16
172,12562,8,7,3781.7400000000002,4,4,4,444,高价值新客户,0,540.2485714285715,12.710450643291745,99
173,12564,261,1,456.9,1,1,2,112,低价值客户,1,456.9,0.0,21
174,12565,289,1,145.92,1,1,1,111,低价值客户,1,145.92,0.0,9
175,12566,86,1,351.65,2,1,2,212,低价值客户,0,351.65,0.0,19
176,12567,23,10,9401.28,3,4,4,344,高价值忠诚客户,0,940.128,36.840661978308695,323
177,12569,2,32,4124.69,4,4,4,444,高价值新客户,0,128.8965625,9.015542135667715,92
178,12571,40,2,519.61,3,2,2,322,潜力客户,0,259.805,0.0,31
179,12572,9,2,1020.42,4,2,3,423,新客户,0,510.21,0.0,53
180,12573,227,1,160.54000000000002,1,1,1,111,低价值客户,1,160.54000000000002,0.0,26
181,12574,316,1,218.45,1,1,1,111,低价值客户,1,218.45,0.0,11
182,12576,36,5,1315.83,3,3,3,333,忠诚客户,0,263.166,12.07010770457331,72
183,12577,35,3,657.8,3,3,2,332,忠诚客户,0,219.26666666666665,0.0,137
184,12578,21,2,2794.51,3,2,4,324,潜力客户,0,1397.255,0.0,111
185,12579,78,1,440.42,2,1,2,212,低价值客户,0,440.42,0.0,29
186,12580,247,1,415.7,1,1,2,112,低价值客户,1,415.7,0.0,24
187,12581,40,1,197.71,3,1,1,311,潜力客户,0,197.71,0.0,15
188,12582,239,2,511.36,1,2,2,122,低价值客户,1,255.68,0.0,21
189,12583,3,15,7281.38,4,4,4,444,高价值新客户,0,485.42533333333336,16.9989495473775,115
190,12584,4,9,2338.15,4,4,4,444,高价值新客户,0,259.7944444444445,26.61736979868597,44
191,12585,234,2,2040.1,1,2,4,124,低价值客户,1,1020.05,0.0,77
192,12586,17,1,196.94000000000003,4,1,1,411,新客户,0,196.94000000000003,0.0,11
193,12587,8,1,144.0,4,1,1,411,新客户,0,144.0,0.0,4
194,12588,39,1,214.89999999999998,3,1,1,311,潜力客户,0,214.89999999999998,0.0,10
195,12589,29,2,646.68,3,2,2,322,潜力客户,0,323.34,0.0,29
196,12590,211,2,9864.26,1,2,4,124,低价值客户,1,4932.13,0.0,68
197,12591,317,1,452.84999999999997,1,1,2,112,低价值客户,1,452.84999999999997,0.0,26
198,12592,92,2,437.6,2,2,2,222,低价值客户,0,218.8,0.0,11
199,12593,109,3,418.09999999999997,2,3,2,232,中价值客户,0,139.36666666666665,34.0,14
200,12594,38,10,3338.2200000000003,3,4,4,344,高价值忠诚客户,0,333.822,22.231382660554427,50
201,12596,51,2,618.27,3,2,2,322,潜力客户,0,309.135,0.0,25
202,12597,19,4,3811.22,3,3,4,334,忠诚客户,0,952.805,49.82636517614612,184
203,12598,10,8,3023.08,4,4,4,444,高价值新客户,0,377.885,29.162856894039415,84
204,12599,29,7,1032.58,3,4,3,343,高价值忠诚客户,0,147.51142857142855,31.15775273596534,32
205,12600,29,10,2599.04,3,4,4,344,高价值忠诚客户,0,259.904,14.548344269629252,32
206,12601,190,5,577.0600000000001,1,3,2,132,中价值客户,1,115.412,14.271912976192084,21
207,12602,59,1,153.12,2,1,1,211,低价值客户,0,153.12,0.0,12
208,12603,22,1,739.1999999999999,3,1,3,313,潜力客户,0,739.1999999999999,0.0,2
209,12604,79,2,254.18,2,2,1,221,低价值客户,0,127.09,0.0,15
210,12607,60,1,1579.51,2,1,3,213,低价值客户,0,1579.51,0.0,101
211,12609,78,3,1126.85,2,3,3,233,中价值客户,0,375.6166666666666,12.0,57
212,12610,23,5,2099.54,3,3,4,334,忠诚客户,0,419.908,21.575449010391416,85
213,12611,52,1,1193.32,2,1,3,213,低价值客户,0,1193.32,0.0,65
214,12612,74,1,704.0400000000001,2,1,3,213,低价值客户,0,704.0400000000001,0.0,19
215,12613,57,5,3344.38,2,3,4,234,中价值客户,0,668.876,37.5,124
216,12614,278,1,315.6,1,1,2,112,低价值客户,1,315.6,0.0,20
217,12615,2,4,2291.19,4,3,4,434,高价值新客户,0,572.7975,29.465610840812754,82
218,12616,95,2,713.3,2,2,3,223,低价值客户,0,356.65,0.0,25
219,12617,29,1,355.53,3,1,2,312,潜力客户,0,355.53,0.0,39
220,12618,22,1,177.31,3,1,1,311,潜力客户,0,177.31,0.0,11
221,12619,16,9,3641.24,4,4,4,444,高价值新客户,0,404.5822222222222,20.633331650511508,50
222,12620,15,3,1339.41,4,3,3,433,高价值新客户,0,446.47,29.0,89
223,12621,2,20,13689.67,4,4,4,444,高价值新客户,0,684.4835,14.206072645175372,261
224,12622,232,1,180.1,1,1,1,111,低价值客户,1,180.1,0.0,11
225,12623,276,1,305.1,1,1,1,111,低价值客户,1,305.1,0.0,18
226,12624,106,2,641.13,2,2,2,222,低价值客户,0,320.565,0.0,36
227,12625,212,2,2683.82,1,2,4,124,低价值客户,1,1341.91,0.0,73
228,12626,23,9,6620.48,3,4,4,344,高价值忠诚客户,0,735.6088888888888,45.20353277123371,232
229,12627,11,7,4478.53,4,4,4,444,高价值新客户,0,639.79,17.269111795984823,162
230,12628,4,3,786.46,4,3,3,433,高价值新客户,0,262.15333333333336,1.0,34
231,12630,10,2,1270.88,4,2,3,423,新客户,0,635.44,0.0,60
232,12631,57,1,640.5,2,1,2,212,低价值客户,0,640.5,0.0,31
233,12633,59,4,2163.98,2,3,4,234,中价值客户,0,540.995,10.498677165349081,73
234,12635,90,2,1689.18,2,2,4,224,低价值客户,0,844.59,0.0,96
235,12637,67,8,6021.9,2,4,4,244,中价值客户,0,752.7375,27.848798098940563,205
236,12638,33,1,671.69,3,1,2,312,潜力客户,0,671.69,0.0,39
237,12639,239,1,486.1,1,1,2,112,低价值客户,1,486.1,0.0,22
238,12640,24,3,1174.58,3,3,3,333,忠诚客户,0,391.52666666666664,28.0,47
239,12641,115,1,185.9,2,1,1,211,低价值客户,0,185.9,0.0,10
240,12642,25,3,1013.26,3,3,3,333,忠诚客户,0,337.75333333333333,16.0,39
241,12643,128,6,3344.64,2,4,4,244,中价值客户,0,557.4399999999999,37.48332962798263,11
242,12644,130,1,477.91,2,1,2,212,低价值客户,0,477.91,0.0,31
243,12645,34,4,1775.18,3,3,4,334,忠诚客户,0,443.795,14.007934259633796,58
244,12646,5,2,1346.97,4,2,3,423,新客户,0,673.485,0.0,43
245,12647,22,12,3722.82,3,4,4,344,高价值忠诚客户,0,310.235,25.10796686312932,78
246,12648,155,1,318.05,1,1,2,112,低价值客户,0,318.05,0.0,21
247,12649,107,3,623.51,2,3,2,232,中价值客户,0,207.83666666666667,0.0,28
248,12650,3,1,314.44,4,1,2,412,新客户,0,314.44,0.0,20
249,12651,335,1,114.0,1,1,1,111,低价值客户,1,114.0,0.0,9
250,12652,331,1,919.98,1,1,3,113,低价值客户,1,919.98,0.0,48
251,12653,149,2,2209.85,1,2,4,124,低价值客户,0,1104.925,0.0,37
252,12654,11,5,601.98,4,3,2,432,高价值新客户,0,120.396,54.33844556726542,31
253,12656,17,5,4051.17,4,3,4,434,高价值新客户,0,810.234,21.011901389450696,89
254,12657,11,4,1643.18,4,3,3,433,高价值新客户,0,410.795,2.5,35
255,12658,19,1,686.05,3,1,3,313,潜力客户,0,686.05,0.0,36
256,12659,30,1,91.68,3,1,1,311,潜力客户,0,91.68,0.0,5
257,12660,11,1,245.1,4,1,1,411,新客户,0,245.1,0.0,13
258,12662,1,11,3849.78,4,4,4,444,高价值新客户,0,349.98,12.58845247846093,129
259,12664,8,9,4881.88,4,4,4,444,高价值新客户,0,542.4311111111111,32.19374939332168,10
260,12665,325,1,63.0,1,1,1,111,低价值客户,1,63.0,0.0,3
261,12667,58,1,620.13,2,1,2,212,低价值客户,0,620.13,0.0,33
262,12668,12,4,3807.15,4,3,4,434,高价值新客户,0,951.7875,94.36925111261377,115
263,12669,151,3,2744.0299999999997,1,3,4,134,中价值客户,0,914.6766666666666,45.0,98
264,12670,10,5,2996.05,4,3,4,434,高价值新客户,0,599.21,31.980462785894765,58
265,12672,330,1,225.89999999999998,1,1,1,111,低价值客户,1,225.89999999999998,0.0,10
266,12673,5,2,610.52,4,2,2,422,新客户,0,305.26,0.0,42
267,12674,39,4,1970.6,3,3,4,334,忠诚客户,0,492.65,17.30767331432956,52
268,12676,25,6,1331.39,3,4,3,343,高价值忠诚客户,0,221.89833333333334,9.393614852653903,33
269,12678,42,12,17628.46,3,4,4,344,高价值忠诚客户,0,1469.0383333333332,19.73852514753825,105
270,12679,59,4,1113.02,2,3,3,233,中价值客户,0,278.255,36.39597047293377,43
271,12680,1,4,862.81,4,3,3,433,高价值新客户,0,215.7025,25.197001585285676,33
272,12681,15,22,13787.54,4,4,4,444,高价值新客户,0,626.7063636363637,17.00562071004972,267
273,12682,4,31,12288.22,4,4,4,444,高价值新客户,0,396.3941935483871,10.516259600082691,209
274,12683,4,15,8476.57,4,4,4,444,高价值新客户,0,565.1046666666666,18.981306593593605,177
275,12684,8,7,2283.63,4,4,4,444,高价值新客户,0,326.23285714285714,34.28151429301544,61
276,12685,28,6,2863.08,3,4,4,344,高价值忠诚客户,0,477.18,8.17312669668102,117
277,12686,372,1,89.14,1,1,1,111,低价值客户,1,89.14,0.0,7
278,12688,114,1,4873.8099999999995,2,1,4,214,低价值客户,0,4873.8099999999995,0.0,171
279,12689,26,2,1247.61,3,2,3,323,潜力客户,0,623.805,0.0,57
280,12690,206,1,389.01,1,1,2,112,低价值客户,1,389.01,0.0,16
281,12691,28,6,1035.8,3,4,3,343,高价值忠诚客户,0,172.63333333333333,60.32379298419489,21
282,12693,127,4,855.91,2,3,3,233,中价值客户,0,213.9775,14.165686240583852,35
283,12694,70,2,869.67,2,2,3,223,低价值客户,0,434.835,0.0,32
284,12695,7,4,582.1,4,3,2,432,高价值新客户,0,145.525,26.042699979499478,23
285,12697,29,3,957.59,3,3,3,333,忠诚客户,0,319.19666666666666,32.5,37
286,12700,8,4,4939.99,4,3,4,434,高价值新客户,0,1234.9975,15.326085243430198,193
287,12701,80,2,797.71,2,2,3,223,低价值客户,0,398.855,0.0,50
288,12702,20,1,219.0,3,1,1,311,潜力客户,0,219.0,0.0,12
289,12703,71,1,283.55,2,1,1,211,低价值客户,0,283.55,0.0,21
290,12704,7,8,2340.84,4,4,4,444,高价值新客户,0,292.605,11.874342087037917,64
291,12705,15,9,6868.29,4,4,4,444,高价值新客户,0,763.1433333333333,33.879739294951456,228
292,12707,292,1,603.42,1,1,2,112,低价值客户,1,603.42,0.0,33
293,12708,30,10,2712.91,3,4,4,344,高价值忠诚客户,0,271.291,19.6638416050035,86
294,12709,15,15,9736.52,4,4,4,444,高价值新客户,0,649.1013333333334,10.565876920636585,93
295,12710,97,3,1149.02,2,3,3,233,中价值客户,0,383.00666666666666,12.5,75
296,12712,29,13,4396.13,3,4,4,344,高价值忠诚客户,0,338.1638461538462,16.173323371802375,58
297,12713,1,1,848.55,4,1,3,413,新客户,0,848.55,0.0,38
298,12714,9,5,4708.86,4,3,4,434,高价值新客户,0,941.7719999999999,26.947866334832522,216
299,12715,106,1,353.86,2,1,2,212,低价值客户,0,353.86,0.0,20
300,12716,4,2,1053.49,4,2,3,423,新客户,0,526.745,0.0,60
301,12717,151,2,1030.98,1,2,3,123,低价值客户,0,515.49,0.0,49
302,12718,71,1,238.25,2,1,1,211,低价值客户,0,238.25,0.0,19
303,12719,5,2,644.95,4,2,2,422,新客户,0,322.475,0.0,34
304,12720,3,25,5781.73,4,4,4,444,高价值新客户,0,231.26919999999998,10.42245172692107,211
305,12721,32,6,2656.13,3,4,4,344,高价值忠诚客户,0,442.68833333333333,20.362711017936682,133
306,12722,85,4,997.63,2,3,3,233,中价值客户,0,249.4075,13.299958228840001,50
307,12723,4,5,725.07,4,3,3,433,高价值新客户,0,145.014,18.0,53
308,12724,5,4,1031.41,4,3,3,433,高价值新客户,0,257.8525,35.95367389665021,47
309,12725,371,1,427.8,1,1,2,112,低价值客户,1,427.8,0.0,24
310,12726,28,7,2609.1,3,4,4,344,高价值忠诚客户,0,372.7285714285714,21.18503140322326,57
311,12727,11,7,3980.7,4,4,4,444,高价值新客户,0,568.6714285714286,34.94567212116545,109
312,12728,71,4,836.33,2,3,3,233,中价值客户,0,209.0825,70.52659073002182,38
313,12729,114,1,453.01,2,1,2,212,低价值客户,0,453.01,0.0,26
314,12731,24,12,18895.91,3,4,4,344,高价值忠诚客户,0,1574.6591666666666,18.272657168567466,109
315,12732,180,1,236.26000000000002,1,1,1,111,低价值客户,1,236.26000000000002,0.0,12
316,12733,234,1,383.95,1,1,2,112,低价值客户,1,383.95,0.0,22
317,12734,353,1,110.39999999999999,1,1,1,111,低价值客户,1,110.39999999999999,0.0,4
318,12735,315,2,779.5699999999999,1,2,3,123,低价值客户,1,389.78499999999997,0.0,38
